Experience,Salary,Record_Count
0,-47731.0,1
1,-97996.0,1
5,-44577.0,1
2,-93794.0,1
-2,48516.0,1
-2,143497.0,1
-2,67958.0,1
13,-11384.0,1
7,-50756.0,1
14,-81761.0,1
11,-19557.0,1
4,-76836.0,1
5,-23391.0,1
15,-33511.0,1
8,-82932.0,1
0,-67019.0,1
4,-3018.0,1
7,-99008.0,1
-2,79981.0,1
-1,51634.0,1
6,-261.0,1
-4,48341.0,1
6,-82038.0,1
-2,141710.0,1
-1,57544.0,1
13,-56314.0,1
-1,106800.0,1
-3,47497.0,1
8,-44384.0,1
1,-20693.0,1
13,-20351.0,1
1,-16971.0,1
10,-48702.0,1
6,-89852.0,1
7,-8594.0,1
2,-79184.0,1
15,-68313.0,1
22,-41029.0,1
2,-19060.0,1
13,-11581.0,1
8,-46547.0,1
-1,79417.0,1
7,-81837.0,1
-3,99320.0,1
0,-10845.0,1
-1,83608.0,1
-1,52964.0,1
14,-5301.0,1
-1,94871.0,1
1,-67239.0,1
12,-46504.0,1
6,-85920.0,1
14,-85226.0,1
-3,53964.0,1
25,-46725.0,1
11,-40888.0,1
5,-22029.0,1
4,-3675.0,1
1,-9992.0,1
-2,159359.0,1
6,-79989.0,1
6,-55420.0,1
29,-83814.0,1
-4,94906.0,1
4,-85979.0,1
-4,44579.0,1
10,-47340.0,1
3,-70075.0,1
-5,86424.0,1
-3,136594.0,1
8,-13213.0,1
1,-39861.0,1
0,-93004.0,1
12,-38590.0,1
-3,57375.0,1
-2,52153.0,1
-4,38189.0,1
28,-70925.0,1
15,-34201.0,1
3,-3370.0,1
7,-9030.0,1
7,-10850.0,1
0,-4968.0,1
7,-98911.0,1
-4,78133.0,1
7,-66695.0,1
-2,51112.0,1
-1,85705.0,1
8,-33984.0,1
1,-74846.0,1
8,-79803.0,1
-2,92328.0,1
2,-60575.0,1
14,-79137.0,1
6,-90875.0,1
6,-69497.0,1
-3,96749.0,1
3,-67609.0,1
5,-22076.0,1
2,-99445.0,1
3,-7841.0,1
7,-49664.0,1
-1,136157.0,1
2,-7935.0,1
-1,83460.0,1
9,-43737.0,1
-3,76473.0,1
-3,79276.0,1
12,-5726.0,1
-2,109162.0,1
4,-72053.0,1
7,-81588.0,1
-2,47178.0,1
2,-94092.0,1
-2,93097.0,1
0,-84113.0,1
-1,100547.0,1
6,-44229.0,1
-4,101171.0,1
30,-32418.0,1
-4,43908.0,1
-2,150511.0,1
-2,52336.0,1
-1,60953.0,1
-1,77826.0,1
-2,87774.0,1
5,-2413.0,1
10,-22074.0,1
-2,105405.0,1
1,-4719.0,1
-2,134643.0,1
-2,74980.0,1
1,-58402.0,1
1,-69858.0,1
-3,65827.0,1
-1,50948.0,1
-4,77991.0,1
4,-39856.0,1
16,-6911.0,1
9,-22723.0,1
7,-9345.0,1
0,-38867.0,1
10,-24774.0,1
-3,93513.0,1
10,-2349.0,1
3,-552.0,1
2,-12886.0,1
-1,100332.0,1
11,-49646.0,1
6,-94265.0,1
6,-82397.0,1
-1,91579.0,1
9,-86865.0,1
-5,69614.0,1
9,-71520.0,1
0,-74892.0,1
-2,51790.0,1
0,-61622.0,1
-2,41303.0,1
9,-38992.0,1
-4,49763.0,1
1,-73235.0,1
-1,80900.0,1
1,-81070.0,1
5,-59246.0,1
7,-57069.0,1
-4,53622.0,1
14,-19387.0,1
-3,103777.0,1
-1,77939.0,1
7,-50914.0,1
-3,101043.0,1
-4,95673.0,1
16,-94552.0,1
3,-44213.0,1
-3,55406.0,1
-5,50668.0,1
15,-806.0,1
5,-54800.0,1
-3,92542.0,1
1,-74378.0,1
15,-52757.0,1
0,-22426.0,1
0,-60857.0,1
-4,64089.0,1
3,-46255.0,1
-3,207013.0,1
5,-74233.0,1
7,-17482.0,1
-4,40049.0,1
1,-96376.0,1
-2,94782.0,1
-5,79275.0,1
6,-96838.0,1
4,-97429.0,1
2,-95796.0,1
7,-91204.0,1
2,-62832.0,1
-2,145157.0,1
2,-14757.0,1
5,-29199.0,1
-4,84067.0,1
13,-67101.0,1
2,-25594.0,1
0,-65644.0,1
2,-45068.0,1
8,-86477.0,1
-3,56642.0,1
2,-91484.0,1
0,-12430.0,1
4,-86892.0,1
6,-69024.0,1
-3,93631.0,1
-4,49018.0,1
-1,97994.0,1
2,-75251.0,1
3,-59860.0,1
-2,93017.0,1
9,-43967.0,1
7,-13257.0,1
-4,75797.0,1
10,-45483.0,1
1,-63995.0,1
-3,111853.0,1
0,-22690.0,1
-3,55651.0,1
8,-44475.0,1
5,-74971.0,1
-2,43436.0,1
0,-57666.0,1
3,-50350.0,1
-4,52056.0,1
2,-63330.0,1
13,-88073.0,1
-2,93011.0,1
11,-28101.0,1
3,-51251.0,1
8,-58250.0,1
-5,88188.0,1
6,-12210.0,1
-5,52409.0,1
10,-8990.0,1
8,-78735.0,1
12,-67381.0,1
14,-47652.0,1
-5,79053.0,1
-1,100070.0,1
-2,133113.0,1
-5,87809.0,1
-2,100747.0,1
-4,78456.0,1
-1,86547.0,1
2,-29045.0,1
-4,85358.0,1
29,-34518.0,1
-3,172023.0,1
6,-7553.0,1
-2,58287.0,1
3,-35160.0,1
-5,90969.0,1
-5,84031.0,1
-4,39185.0,1
-2,259991.0,1
8,-4669.0,1
2,-70627.0,1
6,-47232.0,1
4,-23050.0,1
-1,252558.0,1
-4,146377.0,1
-4,91120.0,1
25,-22737.0,1
8,-20580.0,1
4,-38648.0,1
3,-19512.0,1
1,-12782.0,1
5,-41201.0,1
-4,56246.0,1
6,-94290.0,1
3,-58667.0,1
0,-79576.0,1
-2,101314.0,1
2,-74945.0,1
2,-46551.0,1
-3,142999.0,1
-3,230633.0,1
1,-27629.0,1
-4,155427.0,1
1,-74258.0,1
3,-47444.0,1
5,-78563.0,1
0,-5067.0,1
5,-80973.0,1
14,-62691.0,1
-3,47832.0,1
7,-86182.0,1
-1,47263.0,1
-3,51333.0,1
-2,72849.0,1
-2,92898.0,1
7,-88050.0,1
13,-67934.0,1
-5,132668.0,1
-1,47528.0,1
0,-66136.0,1
0,-83816.0,1
4,-4706.0,1
-3,49114.0,1
7,-77254.0,1
6,-41792.0,1
-5,134143.0,1
5,-61098.0,1
-4,84362.0,1
7,-21383.0,1
2,-36236.0,1
3,-63618.0,1
-4,134112.0,1
6,-55107.0,1
3,-98922.0,1
14,-67093.0,1
3,-39086.0,1
-5,44531.0,1
-1,166459.0,1
3,-28955.0,1
6,-59919.0,1
15,-96590.0,1
2,-99664.0,1
-2,139939.0,1
5,-76212.0,1
5,-93434.0,1
3,-53256.0,1
8,-61974.0,1
-2,53753.0,1
-1,58593.0,1
0,-48430.0,1
5,-47114.0,1
5,-80334.0,1
-4,224248.0,1
-1,60829.0,1
-3,62179.0,1
14,-62133.0,1
-3,148377.0,1
9,-83703.0,1
-3,46812.0,1
-5,87782.0,1
-4,112716.0,1
12,-82614.0,1
-4,67488.0,1
-1,49133.0,1
-2,97966.0,1
11,-68566.0,1
7,-68975.0,1
2,-5957.0,1
1,-23103.0,1
3,-82463.0,1
5,-88163.0,1
6,-64810.0,1
8,-13620.0,1
-5,90174.0,1
12,-20822.0,1
6,-59029.0,1
8,-46171.0,1
-1,136300.0,1
-2,90972.0,1
-1,38901.0,1
-5,192669.0,1
2,-5536.0,1
-5,67963.0,1
-1,41072.0,1
-4,50047.0,1
3,-15554.0,1
11,-56644.0,1
6,-68827.0,1
7,-16425.0,1
8,-12748.0,1
1,-32784.0,1
-5,218411.0,1
7,-51521.0,1
-2,89272.0,1
13,-94036.0,1
-5,41711.0,1
12,-1153.0,1
1,-18392.0,1
-1,67948.0,1
6,-5285.0,1
-3,43147.0,1
7,-3210.0,1
7,-40591.0,1
-5,45240.0,1
15,-14844.0,1
5,-96919.0,1
12,-3911.0,1
-5,87093.0,1
-1,170646.0,1
-4,79202.0,1
-1,49127.0,1
-3,93488.0,1
-5,54074.0,1
-1,46646.0,1
-2,191020.0,1
0,-69582.0,1
-4,43962.0,1
-3,56956.0,1
-1,42564.0,1
12,-41712.0,1
0,-84084.0,1
-2,119715.0,1
6,-69419.0,1
3,-35581.0,1
-4,61854.0,1
5,-73238.0,1
-2,71941.0,1
15,-3003.0,1
14,-45187.0,1
-2,45652.0,1
-2,48840.0,1
1,-63192.0,1
-5,146917.0,1
0,-59351.0,1
-4,78109.0,1
2,-15389.0,1
1,-88992.0,1
1,-61908.0,1
8,-61044.0,1
-4,82071.0,1
-5,83051.0,1
10,-1741.0,1
-5,39908.0,1
-4,44683.0,1
1,-66495.0,1
1,-90584.0,1
-5,54704.0,1
-5,87671.0,1
-5,84377.0,1
1,-59088.0,1
6,-92219.0,1
5,-3178.0,1
4,-90571.0,1
-4,45727.0,1
2,-69569.0,1
-3,132634.0,1
-5,39418.0,1
4,-15444.0,1
0,-45751.0,1
-1,55016.0,1
-5,81059.0,1
4,-5420.0,1
-1,61533.0,1
2,-29601.0,1
2,-38797.0,1
3,-63903.0,1
3,-76156.0,1
-4,66215.0,1
10,-35509.0,1
0,-19204.0,1
1,-64276.0,1
1,-48478.0,1
5,-61216.0,1
9,-51587.0,1
8,-57352.0,1
5,-91945.0,1
2,-79479.0,1
-3,85218.0,1
8,-49537.0,1
2,-12726.0,1
-5,157740.0,1
-5,149965.0,1
2,-46701.0,1
-1,85489.0,1
7,-39920.0,1
-5,85601.0,1
-5,132583.0,1
-5,195162.0,1
8,-55567.0,1
-3,99066.0,1
2,-67921.0,1
-4,224343.0,1
11,-32927.0,1
14,-26176.0,1
5,-92377.0,1
4,-94238.0,1
-3,221499.0,1
-5,56561.0,1
4,-63648.0,1
3,-36907.0,1
3,-32221.0,1
5,-53608.0,1
-5,48897.0,1
4,-26487.0,1
10,-82803.0,1
5,-23006.0,1
16,-3909.0,1
-4,42091.0,1
1,-29691.0,1
5,-66234.0,1
6,-98554.0,1
-3,40916.0,1
-4,151181.0,1
19,-6385.0,1
-2,95336.0,1
-2,160796.0,1
-2,225671.0,1
-5,60435.0,1
13,-52339.0,1
-1,50022.0,1
-4,86149.0,1
-5,107427.0,1
12,-99783.0,1
1,-48672.0,1
-4,150775.0,1
1,-43138.0,1
8,-84519.0,1
15,-14972.0,1
13,-96962.0,1
16,-65276.0,1
-4,81658.0,1
-1,128602.0,1
7,-8142.0,1
15,-10769.0,1
12,-95484.0,1
6,-74627.0,1
-3,53098.0,1
8,-49354.0,1
5,-52200.0,1
-2,101405.0,1
1,-19777.0,1
-5,90476.0,1
8,-61496.0,1
-4,70753.0,1
7,-88911.0,1
1,-75667.0,1
-4,50285.0,1
-1,129866.0,1
8,-91776.0,1
2,-16646.0,1
5,-60211.0,1
-5,44607.0,1
-4,158936.0,1
9,-90224.0,1
0,-41601.0,1
2,-15573.0,1
2,-17258.0,1
1,-90288.0,1
3,-48378.0,1
-2,164605.0,1
-3,49955.0,1
2,-63545.0,1
-5,85414.0,1
4,-22234.0,1
1,-27658.0,1
11,-1515.0,1
4,-1091.0,1
-2,81988.0,1
-1,37768.0,1
-3,244083.0,1
-1,45324.0,1
-5,103644.0,1
-2,102263.0,1
-4,147852.0,1
9,-7740.0,1
-4,87142.0,1
16,-99397.0,1
5,-50369.0,1
1,-54213.0,1
-4,60252.0,1
-4,62352.0,1
4,-55233.0,1
-4,108191.0,1
8,-82949.0,1
8,-32596.0,1
2,-60634.0,1
-2,172299.0,1
7,-3182.0,1
-2,99630.0,1
14,-33693.0,1
14,-77392.0,1
7,-1618.0,1
-2,149209.0,1
-1,48055.0,1
14,-55741.0,1
-2,256471.0,1
4,-40566.0,1
2,-41789.0,1
-2,149376.0,1
1,-48053.0,1
-3,45282.0,1
-4,39504.0,1
1,-39276.0,1
5,-41786.0,1
-4,46266.0,1
11,-96458.0,1
6,-42986.0,1
5,-32327.0,1
9,-88450.0,1
5,-25263.0,1
-1,84504.0,1
12,-40007.0,1
7,-14732.0,1
11,-37249.0,1
4,-6333.0,1
6,-88769.0,1
-1,80932.0,1
-2,72783.0,1
0,-66349.0,1
-4,91488.0,1
4,-48504.0,1
2,-97240.0,1
1,-48547.0,1
-1,77953.0,1
1,-70338.0,1
6,-66591.0,1
-5,88422.0,1
-1,91347.0,1
6,-64658.0,1
14,-71625.0,1
24,-3052.0,1
-5,52610.0,1
10,-10470.0,1
-5,41805.0,1
5,-74282.0,1
5,-7737.0,1
-4,99735.0,1
5,-39756.0,1
7,-32663.0,1
9,-21734.0,1
2,-86628.0,1
4,-61136.0,1
-1,85469.0,1
8,-74972.0,1
8,-48969.0,1
-5,42356.0,1
-4,234565.0,1
8,-39952.0,1
12,-30864.0,1
5,-17739.0,1
11,-85921.0,1
13,-79947.0,1
-3,43151.0,1
9,-55376.0,1
3,-58412.0,1
7,-29344.0,1
-4,61746.0,1
-2,98442.0,1
-4,56721.0,1
1,-7248.0,1
0,-40822.0,1
5,-99554.0,1
-4,157797.0,1
-4,53274.0,1
15,-62540.0,1
0,-42555.0,1
5,-23651.0,1
0,-58180.0,1
0,-3388.0,1
8,-9943.0,1
-4,71109.0,1
-3,88719.0,1
-1,146336.0,1
1,-956.0,1
-1,42869.0,1
2,-82097.0,1
3,-90349.0,1
1,-38990.0,1
21,-58964.0,1
-5,99312.0,1
8,-22258.0,1
3,-45006.0,1
5,-275.0,1
14,-90511.0,1
15,-62496.0,1
-4,56958.0,1
-1,85896.0,1
19,-42699.0,1
-5,228168.0,1
11,-73585.0,1
0,-87999.0,1
-3,52808.0,1
4,-28430.0,1
3,-77080.0,1
-5,47622.0,1
-2,54252.0,1
4,-42300.0,1
5,-14892.0,1
-1,85424.0,1
-1,62888.0,1
3,-34052.0,1
1,-11163.0,1
12,-24183.0,1
8,-83708.0,1
-2,86091.0,1
3,-4064.0,1
-1,40853.0,1
10,-91464.0,1
-1,42836.0,1
-5,92893.0,1
-2,125400.0,1
4,-42301.0,1
-1,90804.0,1
5,-30575.0,1
-4,64245.0,1
7,-69872.0,1
3,-23075.0,1
0,-7973.0,1
6,-72500.0,1
1,-38981.0,1
7,-93490.0,1
-4,56545.0,1
0,-93483.0,1
-5,145527.0,1
8,-6838.0,1
-2,50447.0,1
-1,90851.0,1
0,-93189.0,1
-5,80730.0,1
-1,39454.0,1
8,-76016.0,1
6,-76368.0,1
7,-36805.0,1
4,-35074.0,1
6,-23590.0,1
-4,149265.0,1
7,-47581.0,1
9,-73358.0,1
4,-46346.0,1
4,-15027.0,1
-4,72325.0,1
4,-10093.0,1
2,-96583.0,1
5,-53122.0,1
0,-32605.0,1
-4,90165.0,1
5,-48129.0,1
-1,93002.0,1
7,-43168.0,1
-3,99754.0,1
-3,82280.0,1
4,-2165.0,1
9,-37962.0,1
-5,50473.0,1
-3,44970.0,1
-4,99285.0,1
-2,98142.0,1
10,-67845.0,1
-3,106281.0,1
7,-59131.0,1
-5,42827.0,1
-1,105694.0,1
0,-11707.0,1
-3,79585.0,1
-2,129508.0,1
0,-43456.0,1
7,-67034.0,1
0,-65478.0,1
6,-24407.0,1
2,-17793.0,1
-1,57538.0,1
-4,83766.0,1
4,-10246.0,1
10,-85600.0,1
-4,94445.0,1
-1,62772.0,1
6,-29794.0,1
2,-3369.0,1
7,-16986.0,1
-3,61547.0,1
2,-78759.0,1
4,-42772.0,1
6,-599.0,1
-2,82459.0,1
13,-13725.0,1
-5,57235.0,1
-5,39815.0,1
1,-96670.0,1
-3,47647.0,1
1,-19126.0,1
-5,46532.0,1
9,-6139.0,1
8,-47329.0,1
4,-2900.0,1
7,-93650.0,1
-5,52814.0,1
1,-1059.0,1
-4,64798.0,1
-5,45888.0,1
8,-7098.0,1
3,-93456.0,1
3,-97158.0,1
7,-44006.0,1
-2,112105.0,1
22,-80785.0,1
4,-10558.0,1
-3,159950.0,1
-3,65852.0,1
6,-48855.0,1
3,-19732.0,1
-4,95804.0,1
-5,138669.0,1
-5,43983.0,1
6,-40.0,1
-1,87971.0,1
2,-1243.0,1
-4,110115.0,1
6,-56275.0,1
-3,50996.0,1
5,-50131.0,1
8,-49291.0,1
4,-44519.0,1
-4,160668.0,1
3,-2810.0,1
8,-66719.0,1
-2,42807.0,1
-5,40485.0,1
-5,94539.0,1
-2,165588.0,1
-4,101001.0,1
-2,127165.0,1
4,-22902.0,1
-4,49742.0,1
-1,84947.0,1
5,-97025.0,1
-3,58901.0,1
4,-66465.0,1
-3,130445.0,1
-4,52049.0,1
8,-99891.0,1
6,-98356.0,1
6,-79679.0,1
14,-11233.0,1
1,-6185.0,1
-4,52285.0,1
-4,135689.0,1
12,-2878.0,1
9,-88836.0,1
-4,40437.0,1
3,-56166.0,1
13,-77065.0,1
5,-53242.0,1
-1,88073.0,1
0,-64418.0,1
1,-88251.0,1
-5,47558.0,1
10,-93641.0,1
8,-44665.0,1
-2,53966.0,1
-3,92988.0,1
10,-67506.0,1
8,-26722.0,1
-3,46713.0,1
-4,60424.0,1
0,-95933.0,1
8,-53718.0,1
14,-85929.0,1
-2,40965.0,1
2,-87543.0,1
3,-18470.0,1
-4,102965.0,1
-4,232637.0,1
8,-88973.0,1
2,-88570.0,1
5,-25753.0,1
-3,119612.0,1
3,-63311.0,1
12,-28203.0,1
1,-58437.0,1
9,-15843.0,1
-3,48969.0,1
12,-78404.0,1
-2,212428.0,1
-1,160444.0,1
-2,247516.0,1
8,-3838.0,1
-2,56915.0,1
-4,115594.0,1
1,-19770.0,1
3,-73370.0,1
-3,224876.0,1
6,-51067.0,1
-1,145796.0,1
1,-19275.0,1
4,-75826.0,1
4,-93179.0,1
3,-9770.0,1
19,-5086.0,1
9,-54369.0,1
5,-4643.0,1
-2,101222.0,1
0,-56763.0,1
-3,143902.0,1
-5,99368.0,1
-2,104503.0,1
15,-19722.0,1
7,-30760.0,1
12,-84747.0,1
7,-66742.0,1
25,-24979.0,1
-2,103391.0,1
-2,96012.0,1
8,-77052.0,1
10,-54715.0,1
1,-78741.0,1
-1,143006.0,1
8,-66867.0,1
-4,75517.0,1
3,-53812.0,1
-2,233857.0,1
-4,112809.0,1
-4,67207.0,1
5,-61794.0,1
2,-63511.0,1
0,-71405.0,1
0,-38880.0,1
-3,109435.0,1
7,-24804.0,1
-4,87327.0,1
1,-90141.0,1
-2,44397.0,1
-5,100750.0,1
8,-11720.0,1
13,-76208.0,1
-2,47534.0,1
-4,57377.0,1
5,-83098.0,1
-1,146227.0,1
5,-83143.0,1
-5,86534.0,1
1,-97915.0,1
3,-56111.0,1
-2,92331.0,1
1,-26485.0,1
-3,136691.0,1
0,-68429.0,1
0,-80201.0,1
15,-92714.0,1
16,-95705.0,1
2,-14318.0,1
3,-25261.0,1
1,-816.0,1
-4,51141.0,1
3,-79869.0,1
14,-18492.0,1
1,-9021.0,1
-5,94832.0,1
-4,56974.0,1
-3,145671.0,1
-1,141997.0,1
10,-47792.0,1
-2,47309.0,1
-3,59906.0,1
11,-9698.0,1
-1,61717.0,1
-1,90416.0,1
4,-5347.0,1
-1,64439.0,1
6,-48099.0,1
8,-68595.0,1
-5,108929.0,1
-3,103274.0,1
-3,152327.0,1
-4,74962.0,1
-4,52098.0,1
11,-2108.0,1
1,-27207.0,1
-5,78390.0,1
-3,195098.0,1
-5,211097.0,1
4,-16353.0,1
4,-47481.0,1
-1,54873.0,1
11,-55804.0,1
-1,73415.0,1
2,-29273.0,1
-2,94036.0,1
3,-62637.0,1
4,-77115.0,1
6,-64833.0,1
8,-75558.0,1
14,-60624.0,1
-1,123527.0,1
-5,85512.0,1
-4,47476.0,1
-2,52471.0,1
3,-88609.0,1
12,-61389.0,1
0,-2969.0,1
7,-11691.0,1
-4,82416.0,1
7,-18086.0,1
-2,81026.0,1
5,-10847.0,1
5,-5518.0,1
5,-29728.0,1
1,-46681.0,1
-2,157007.0,1
-5,174262.0,1
10,-99061.0,1
-5,133262.0,1
-5,125933.0,1
5,-44144.0,1
0,-21293.0,1
3,-56654.0,1
-2,46406.0,1
-1,49346.0,1
-2,52122.0,1
2,-51472.0,1
-1,51187.0,1
-3,70709.0,1
7,-14248.0,1
0,-49234.0,1
4,-93188.0,1
8,-38626.0,1
-3,79104.0,1
9,-2938.0,1
-3,62662.0,1
1,-28656.0,1
4,-70170.0,1
10,-26043.0,1
3,-55506.0,1
2,-10689.0,1
-4,96740.0,1
1,-83163.0,1
-1,94519.0,1
-1,85814.0,1
1,-14191.0,1
8,-62764.0,1
9,-61025.0,1
-4,51175.0,1
-3,84381.0,1
8,-64861.0,1
-3,104412.0,1
2,-39899.0,1
2,-98933.0,1
-1,113961.0,1
-1,46772.0,1
-2,45851.0,1
-3,60233.0,1
7,-59048.0,1
-1,72833.0,1
-5,219743.0,1
-3,54164.0,1
-1,165252.0,1
-2,98475.0,1
-5,44760.0,1
4,-76201.0,1
-3,72841.0,1
-4,81640.0,1
7,-59043.0,1
-4,42119.0,1
-5,81976.0,1
2,-58639.0,1
2,-37130.0,1
4,-225.0,1
1,-4472.0,1
-1,49352.0,1
-4,85790.0,1
18,-83313.0,1
-5,90095.0,1
-2,48050.0,1
-3,55077.0,1
-4,98556.0,1
3,-93922.0,1
2,-93201.0,1
5,-61637.0,1
-1,95833.0,1
-2,115115.0,1
-3,69581.0,1
11,-21793.0,1
2,-81674.0,1
-3,104425.0,1
-3,100892.0,1
1,-88891.0,1
-3,52885.0,1
2,-55625.0,1
3,-79682.0,1
-1,58062.0,1
-5,227770.0,1
0,-37146.0,1
9,-98516.0,1
-2,163552.0,1
1,-91352.0,1
-1,115573.0,1
5,-59709.0,1
8,-79810.0,1
-2,81301.0,1
-4,80952.0,1
2,-53964.0,1
7,-95100.0,1
-2,130686.0,1
-4,59731.0,1
24,-2529.0,1
10,-90470.0,1
4,-17070.0,1
0,-34155.0,1
1,-18499.0,1
1,-71587.0,1
3,-87525.0,1
2,-85759.0,1
-1,85209.0,1
2,-78183.0,1
-4,97004.0,1
-4,103824.0,1
-1,98280.0,1
-1,99751.0,1
0,-40642.0,1
-4,162779.0,1
6,-17510.0,1
-4,46908.0,1
-2,159408.0,1
-4,93865.0,1
-1,75955.0,1
-5,50165.0,1
14,-22838.0,1
-3,123266.0,1
-2,220805.0,1
9,-43385.0,1
-2,151278.0,1
6,-99718.0,1
-3,68414.0,1
-1,51752.0,1
8,-79931.0,1
5,-82909.0,1
15,-8631.0,1
13,-93415.0,1
-3,98986.0,1
-2,52673.0,1
14,-25407.0,1
7,-16668.0,1
-5,96907.0,1
0,-61742.0,1
9,-42870.0,1
6,-18160.0,1
-2,45020.0,1
4,-98516.0,1
5,-52045.0,1
-3,41976.0,1
3,-38065.0,1
-1,49912.0,1
-1,77849.0,1
6,-22245.0,1
10,-60096.0,1
-2,45774.0,1
-2,59154.0,1
-5,154189.0,1
-2,49259.0,1
-2,100302.0,1
-5,101354.0,1
0,-45982.0,1
14,-42841.0,1
10,-46205.0,1
2,-94773.0,1
-3,73486.0,1
14,-26817.0,1
-1,139121.0,1
-5,138059.0,1
-2,102156.0,1
-1,161447.0,1
-5,91575.0,1
-4,46527.0,1
0,-49869.0,1
-4,127080.0,1
5,-45467.0,1
0,-89333.0,1
-5,106250.0,1
7,-59606.0,1
-5,47481.0,1
4,-18746.0,1
7,-88799.0,1
3,-59797.0,1
1,-88906.0,1
8,-83219.0,1
4,-36611.0,1
10,-21549.0,1
9,-63880.0,1
0,-14488.0,1
10,-19992.0,1
-3,52744.0,1
-4,81889.0,1
26,-70955.0,1
-4,143875.0,1
-3,78888.0,1
-3,48737.0,1
9,-85934.0,1
-5,49946.0,1
-4,44272.0,1
0,-3652.0,1
2,-2070.0,1
-1,85491.0,1
-5,98953.0,1
4,-49962.0,1
19,-25107.0,1
0,-75427.0,1
-2,95067.0,1
4,-36115.0,1
8,-43891.0,1
3,-97750.0,1
8,-9655.0,1
4,-3585.0,1
7,-490.0,1
-5,46791.0,1
2,-92291.0,1
-2,126314.0,1
8,-63629.0,1
1,-41552.0,1
-1,47931.0,1
1,-33632.0,1
11,-43732.0,1
10,-55226.0,1
-3,44080.0,1
14,-4240.0,1
9,-44974.0,1
3,-97215.0,1
-3,123474.0,1
8,-7510.0,1
6,-65638.0,1
7,-44843.0,1
-3,121838.0,1
-2,97569.0,1
9,-37032.0,1
7,-79512.0,1
4,-11981.0,1
5,-44648.0,1
-2,34991.0,1
7,-74105.0,1
-3,41733.0,1
-3,48860.0,1
-2,80682.0,1
10,-39999.0,1
15,-51009.0,1
0,-84542.0,1
-2,82136.0,1
5,-53078.0,1
10,-44850.0,1
2,-72233.0,1
-4,79219.0,1
-3,86724.0,1
12,-41215.0,1
1,-33063.0,1
-1,56048.0,1
6,-75668.0,1
1,-76361.0,1
8,-15034.0,1
25,-64892.0,1
-2,92772.0,1
7,-32661.0,1
0,-40354.0,1
1,-41184.0,1
3,-43935.0,1
-2,84313.0,1
-1,98898.0,1
-5,86970.0,1
2,-19375.0,1
-5,59989.0,1
1,-7476.0,1
1,-91524.0,1
-5,80534.0,1
0,-96640.0,1
-4,47610.0,1
2,-55480.0,1
3,-14727.0,1
16,-65571.0,1
8,-33751.0,1
-3,81033.0,1
4,-67031.0,1
2,-67726.0,1
-5,75602.0,1
7,-16574.0,1
-4,47148.0,1
0,-83582.0,1
-4,47894.0,1
12,-97059.0,1
7,-49746.0,1
-2,90537.0,1
-5,239468.0,1
-1,48517.0,1
11,-71461.0,1
-1,127339.0,1
8,-19876.0,1
11,-546.0,1
5,-91880.0,1
-3,49708.0,1
8,-62149.0,1
2,-31430.0,1
-1,47912.0,1
0,-40317.0,1
-5,73806.0,1
1,-42545.0,1
7,-11316.0,1
-2,74921.0,1
11,-440.0,1
-5,92201.0,1
-1,263260.0,1
-4,58366.0,1
-5,47248.0,1
-5,94993.0,1
12,-35321.0,1
-5,49648.0,1
2,-19274.0,1
2,-79313.0,1
9,-60589.0,1
-5,102711.0,1
-1,209182.0,1
3,-33251.0,1
7,-11860.0,1
5,-83028.0,1
-5,46023.0,1
7,-414.0,1
4,-11376.0,1
12,-92041.0,1
-3,63788.0,1
8,-9767.0,1
5,-46019.0,1
-4,84577.0,1
-1,51866.0,1
7,-57790.0,1
30,-76940.0,1
-1,53834.0,1
29,-10138.0,1
-4,87079.0,1
2,-46988.0,1
3,-4366.0,1
1,-37167.0,1
-5,79675.0,1
3,-43287.0,1
-5,65153.0,1
1,-20922.0,1
5,-5809.0,1
12,-51503.0,1
7,-63500.0,1
-5,84785.0,1
-4,93165.0,1
-5,101116.0,1
-5,130475.0,1
2,-70920.0,1
2,-77859.0,1
-2,45156.0,1
5,-77359.0,1
2,-10916.0,1
2,-90350.0,1
-5,155859.0,1
-3,127653.0,1
-5,97196.0,1
-4,61399.0,1
11,-40988.0,1
5,-51209.0,1
-3,136321.0,1
7,-10680.0,1
-1,92099.0,1
7,-11714.0,1
29,-97805.0,1
3,-83573.0,1
-3,46024.0,1
30,-64688.0,1
-1,188579.0,1
4,-67520.0,1
-1,153971.0,1
-3,62312.0,1
3,-46775.0,1
-4,78963.0,1
-1,60204.0,1
-1,60496.0,1
-3,148814.0,1
0,-32915.0,1
15,-48452.0,1
-1,93692.0,1
0,-68656.0,1
7,-84863.0,1
-3,52013.0,1
1,-14240.0,1
-5,76693.0,1
1,-66104.0,1
-5,164534.0,1
4,-35241.0,1
-5,204996.0,1
1,-23993.0,1
-4,55214.0,1
-2,52822.0,1
27,-5963.0,1
6,-71177.0,1
-5,48150.0,1
-1,49207.0,1
-4,87561.0,1
17,-89747.0,1
6,-45910.0,1
-5,75095.0,1
-4,94119.0,1
25,-2809.0,1
13,-20793.0,1
-2,157736.0,1
-1,60042.0,1
7,-82529.0,1
-2,45779.0,1
9,-64937.0,1
13,-81685.0,1
10,-45316.0,1
0,-59364.0,1
-3,79098.0,1
-2,41299.0,1
-5,100606.0,1
2,-50915.0,1
-3,83452.0,1
3,-10877.0,1
